source,label,message_idx,text
앙챗,단순채팅,chat0069,"['ㅎㅇ', '안녕하세요', '뭐하고계세요!, 4키로면 가까워서, 반가워가지고 바로보냈는뎈ㅋㅋ', '그냥 집에 있어요', '여기는, 신촌인데, 거긴 어디에요', '중구입니다', '어딘지 모르게따ㅠㅠ, 몇살이세요', '저 학생이에요 중학생..', '헐ㅠㅠ, 근데, 전 ㄱㅊ은데, 23살 어때요', '저 16살인데', '23살 어떤데요?!ㅋㅋ', '뭐가 어때요']"
앙챗,단순채팅,chat0073,"['저랑 대화해요!!ㅋㅋ', '안녕하세요', '네 반가워요!!ㅎㅎ, 대화라는걸 좀 해보고싶어옄ㅋ, 뭐 여기서 제대로대화해본적이없는ㅋㅋ', '저도 오늘 처음 써보는거라 모르겠네요,,', '머야 알림도안울렸어ㅜㅜ, 저씻구왔어요!!, 성매매나 광고가 은근많아서.., 찾기가힘들어욬ㅋ', '그런거 같네요', '머하구계세여, 밥은먹었어요?!', '밥 먹엇어요', '전이제먹으러갈려구여, 20살이신가요..?', '아뇨 내년에 고1대여', '앜ㅋ귀엽네여ㅜㅜ']"
앙챗,단순채팅,chat0082,"['안녕하세요 어떤얘기 좋아하세여??', '안녕하세요', '네 안녕하세요, 서울입니다~^^', '저도 서울이여요', '아 네^^* 같은 서울이시군요ㅎ', '맞아요', '날씨가 더웠다가 선선했다가 하네요, 암튼 반갑습니다ㅎㅎ, 저는 서울 중랑구 입니다', '그러게요 날씨가 좋아요', '네네ㅎㅎ, 나들이하기에 참 좋네요', '나들이 하세요', '네네, 혼자 하는건 심심해서…ㅎ', '혼자도 좋아요', '네네ㅎㅎ', 'ㅎㅎㅎ', '철벽 좋네요ㅎㅎ', '저랑 나들이 하고 싶으세요?', '네네!!', '만나서 머하려교', '나들이요, 이상한거 안할게여', '그냥 집에 있을래요', '네 ㅋ….ㅠ']"
앙챗,단순채팅,chat0087,"['뭐해여', '그냥 있어요', '지금????, 저녁은요', '저녁 먹엇어용', '집이에요?, 날씨 진짜좋음,,', '오늘 날씨 좋네요 이제 학원가려구요', '무슨학원가요??', '그냥 종합 학원이에요, 이것저것 다 하능ㄴ', '고등학생????', '내년에 고1돼요', '오늘은 학원갔다 뭐해', '집에가야징', '우리집?', '아뇨 우리집', '오ㅑ여ㅠ, 어디살아여', '중구 살아요', '나 동묘', '그러쿤요', '사진보여줘용', '싫어요', '왜ㅠ', '그냥요', '서로보여줘료', '시른딩 나는 안보여줄거야', '못생김?', '한국인답게 생김', '보자', '봐서 뭐해용', 'ㅠ, 왜', '뭐 할것도 없는뎅..', '영화, ㄱ ', '그냥 집에 있을래요..']"
앙챗,단순채팅,chat0088,"['하이요', '안녕하세요', '어디 살아요?', '중구 살아요', '아하 스무살??', '아뇨 내년에 고1돼여', '헉 그럼 지금 중3??흠ㄱ, 난 35 완전 늙은인기', '아죠씨네 아죠씨', '아빠지ㅋㅋㅋ아빠뻘아닌가ㅡㅡㅋ', '삼촌정도', '아니 근데 여긴 어찌 들어왔어?, 성인들의 놀이터인데', '여기가 성인들의 놀이터에요?', '그렇지 온라인놀이터', '뭐하고 놀아요?', '이야기하다가 마음맞으면 직접만나고, 성을 사고 팔수도 있고등등등', '그런곳인줄 몰랐어요', 'ㅎㅎ이제 알았으면 됐ㅈㄱ', '이 어플 말고도 다 그래요??', '거의 다 그래 요즘 정상적인게 없지', '그러쿠나…', '너는너무 어려ㅋㅋ', '맞아요 그런거같아요', '더크면 오도록, !!']"
앙챗,단순채팅,chat0095,"['안녕하세여ㅎㅎ', '안녕하세요', '네ㅎㅎ, 뭐하구잇어요', '이제 집에 가려구', '친구만낫어??', '학원끝낫어요', '아아ㅋㅋ, 집어딘데?', '중구', '아항ㅋㅋ, 나 홍댄데 지금ㅋㅋ', '그러쿠낭', 'ㅋㅋㅋ응웅, 친구 방금가서, 잉여됫어ㅠ', '전 집에 가려구요', 'ㅋㅋ나두 집이나 가야겟당..', '그래요']"
앙챗,단순채팅,chat0104,"['안녕하세요 오늘도 학교에서 챗 하시네요', '안녕하세요', '네 어제는 왜 답안하셨나요 잘해주고 싶은데', '어제 뭐라고 하셨죠?', '좋은분 같아서 잘해주고 싶다고 했어요', '저는 아직 학생이에요', '알아요 중3 남친도 있으시고', '근데 뭘 잘해줘요', '그냥 좋은사람같아서 잘해주고 싶어요']"
앙챗,단순채팅,chat0105,"['안녕~~', '안녕하세요', '오 빠르당~ 몇살?', '내년에 고1돼요', '헐 애기다 애기', '아직 어리죵', '학교야?', 'ㅇㅇㅇ', '학교에서 야톡하다 걸리며 어쩔려고', '몰래몰래 하고 있어요 이 앱 야톡이에요?', '대부분 야톡인뎅', '그러쿠낭', '웅웅 애기는 이런데서 놀면 안돼ㅜ', '알겠어요', '응응~~ 애기 까꿍~']"
앙챗,단순채팅,chat0107,"['안녕', '안녕', '학생? 직딩?', '학생이에요 지금 학교', '전공은 뭐야?ㅋㅋ', '전공 그런거 없어요', '아 고딩이야?', '내년에 고1대여', '아 중딩이야?ㅋㅋ', '네 중3', '어플은 어케알고?ㅋㅋ', '채팅앱 검색하니까 나오던데 이상한 앱인가요?', '오늘 첨 하는거야?ㅋㅋㅋ', '넴', '쪽지 많이 안와?', '쪽지와요', '뭐라고와?ㅋㅋㅋ', '몰라요 이상한것도 많이 오네요', '그런 어플이야ㅋㅋㅋ', '학생은 안하는 게 좋지ㅋㅋㅋ 야한거 안 좋아하면ㅋㅋ', '그러쿤요…', '이상한거는 다 차단했어?ㅋㅋㅋ', '네 그런거 같아요', '그럼 어여 수업하러가도록ㅋㅋㅋ', '넵', '잘 가~']"
앙챗,단순채팅,chat0111,"['안녕하세요ㅎ', '안녕하세요', '아 네네 :):) 출근하셨나요ㅎㅎ', ':) 학교에요', '앗 가까워서 직장인인줄 알았어요. 수업은 잘 듣고 있나요? 시험기간은 아니죵?', '네 아니에요']"
앙챗,단순채팅,chat0114,"['사진교환 할래?', '사진교환이요?', '웅', '사진 없어요', '찍어서', '학교라서 힘들어요', '화장실 가서~~', '안대여…', '몇 살?', '내년에 고1돼요', '아 그랭ㅠ 그럼 이따 집에 가서 할래?', '모르겠어요', '너 이뻐?', '한국인답게 생겼어요', '웅', '웅']"
앙챗,단순채팅,chat0117,"['하이용', 'ㅎ ㅇ ㅇ', '머하구 있으신강', '수업듣고 있어요', '오 무슨 수업이에용', '영어 수업']"
앙챗,단순채팅,chat0130,"['야한건?', '야', '어디야?', '학교야', '몇살이야', '내년에 중딩탈출한다', '엥?', '왱', '어려', 'ㅎㅎ', '공부해라', '알아썽']"
앙챗,단순채팅,chat0133,"['님님~~~ 아직 학교인가요??', '네 학교입니다', '언제 끝나요?? 핸펀 안뺏기나봐요??', '몰래 하고 있어요', '아아ㅋㅋ 저 아시죠 님??', '몰라요 본거 같기도 하네용', 'ㅜㅜ 저 아까 믿을분 얘기한 사람요 님님님']"
앙챗,단순채팅,chat0149,"['안녕', 'ㅎ ㅇ ', '응응', 'ㅇㅇㅇ', '반갑. 채팅 목표로 온거지? 아아 이야기니까 채팅이겠네', '다른 목표가 있나요?', '아니 전 없음. 이상한 애들이 많아서 그럴뿐이지', '그런가요', '남자도 정신나갔어… 같은 남자인데 ㅇㅇ…']"
앙챗,단순채팅,chat0154,"['하이', 'ㅎ ㅇ', '몇살? 이예요?', '저 내년에 고1돼여', '중3?', 'ㅇㅇ', '친구들이랑 놀 시간에 왜 여기있엌ㅋㅋㅋ', '공부해야 하는데', '공부 잘하는 편?', '잘 못해요', '괜찮아 공부 못해도돼. 잘하는거 찾아', '알겠어요', '이 앱은 심심해서 하는거야?', '그냥 채팅앱 검색하니까 나와서 하고 있는뎅 무슨 앱이에요?', '이거… 좀 수위있는 앱이야ㅋㅋㅋ 왜 사람들이 뭐라했어?!', '만나자고 많이 이야기하더라구요', '넌? 만나고 싶지 않을꺼 아니야ㅋㅋ', '잘 모르겠어요 저랑 만나고 싶으세요?', '애기 만나서 모해ㅋㅋ 너 그런거 할 줄 알아?', '잘 몰라요', '아직 어려서 알고싶지도 않을꺼 아냐… 나도 너무 애기들은… 만약 봐도 밥 사줘야지', '네 저도 안할려구요…', '응ㅋㅋ 조금 더 크고 알 거 알면 와. 대화나 하자, 이것도 인연인뎅, 너 왜 계속 하고 있어']"
앙챗,단순채팅,chat0155,"['저나해? 나랑 저나하자', '전화 안해', '라인두 안해??', '라인 안행…', '앙…', 'ㅇㅇㅇ…']"
앙챗,단순채팅,chat0187,"['반가워요~~', 'ㅎ ㅇ ㅇ', '안녕하세요ㅎㅎ 뭐하고 계신가요?', '학교에서 수업듣고 있어요', '아하 대학생?ㅎㅎ 여기선 무슨 대화해요?', '그냥 이런저런 대화해요. 내년에 고등학교 올라가요', '헐 중학생…ㅋㅋ 이런거 해두되는거야?', '채팅앱이라 하고있는데 왜요?']"
앙챗,단순채팅,chat0189,"['뭐해요', '수업듣고 있어요', '오 어디서요', '학교에서', '무슨 수업에에용', '사회', '아 고닥생?', '아뇨 내년에 고등학교 가요']"
앙챗,단순채팅,chat0190,"['안녕하세요 :)', '안녕하세요', '아 네네ㅎㅎ ㄱ 이세요?', 'ㄱ? 그게 머에여']"
앙챗,단순채팅,chat0191,"['ㅎ ㅇ', 'ㅎ ㅇ', '뭐해요?ㅋㅋ', '수업듣고 있어요', '오 전공이 뭐에요?', '전공 없는데. 내년에 고등학교 올라가요', '아 그럼 중3?', '네', '요즘 중3은 모하구 놀아?ㅋㅋ', '그냥 친구들이랑 수다떠는거죠', '아 귀여워ㅋㅋㅋ 떡보이 먹으면서?', 'ㅎㅎㅎ', '미안ㅋㅋ 내가 주변에 제일 어린게 대학생이라ㅋㅋ 넌 요즘 관심사가 뭐야?', '뭐 딱히 없어요ㅎㅎ', '아 그래? 하긴 나두 중3때 추구하고 노래방 다니고 게임하고', 'ㅎㅎㅎ', '어떻게 하면 학원 안 갈 수 있을까 고민하던게 다였는데ㅋㅋ 혹시 너한테두 고민이 있니? 물론 있겠지만', '딱히 고민 없어요 그냥 저냥 지내고… ㅎㅎ', '아 미안ㅋㅋㅋ 내가 주책이었지 공부는 재밌어?', '잘못해서 하고 있어요', '공부는 어렵지. 하구 있다는 게 중요한거야. 많이 힘들지? ㅜㅜ', '지치네요ㅎ', '괜찮아 아직 3년 더 남았어… 하고 싶은 거 있어?', '아직 안 정했어요', '생각해둔 후보는 있구??', '아뇨ㅎㅋㅋ', '그래ㅋㅋ 벌써 정할 필요 없어ㅋㅋ 좀 놀면서 대충 공부하다 고3때 확 정하면 돼ㅋㅋ', '알겠어요', '고3때 아저씨 때문에 인생 망했다구 욕하긴 없기다ㅋㅋ', '넴 ㅎㅎ', '으 수업시간에 너 되게 잘한다 폰ㅋㅋㅋ', 'ㅎㅎㅎ', '남자친구는?', '있어요', '동갑?', 'ㅇㅇ', '오옹ㅋㅋ 누가 먼저 좋아했어?ㅋㅋㅋ', '잘 기억 안나네용ㅋ', '오래됐어?ㅋㅋ', '그렇게 오래되진 않고 좀 됐어요', 'ㅋㅋ 남친 자랑 좀 해줘', '싫어요ㅎㅎ', '권태기인가…', 'ㅎㅎㅎ', '근데 이거는 어쩌다가 하게 된거야? 심심해서?', '네 그렇죵', '외로움 타는 편이야?', '타는편이죠', '어떨 때 젤 외로워?', '그냥 잘 모르겠네용ㅎㅎ', '외동이야?', '동생있어요', '여동생?', 'ㅇㅇ', '보통 형제 있음 외로움 덜 타는데, 몇 살 차이야?']"
앙챗,단순채팅,chat0193,"['뭐하세요~~', '안녕하세요', '안녕하세요 가까워서 톡 보내봤어요 아저씨같은 나이라 좀 그렇죠?ㅋㅋ', '안녕하세요 몇살이세여?', '28요 ㅎㅎ', '저는 16살인데…', '헐 20이신줄ㅋ 열공하세요', '네']"
앙챗,단순채팅,chat0201,"['하잉', 'ㅎ ㅇ', 'ㅎ ㅇ 뭐함', '누워잇는뎅', '나동 몇살이야?', '학생이에여 ', 'ㅋㅋㅋㅋ아하 나도 대학생이야']"
앙챗,단순채팅,chat0202,"['무슨얘기하까 보지야', '안녕하세요', '옹', 'ㅎㅎ']"
앙챗,단순채팅,chat0212,"['하이', '하이', '스무살이야?', '아뇨 16살인뎅', '아 그렇구만 나는 스물넷이야ㅋㅋㅋ', '그러쿠낭', '머하구있었어', '그냥 누워있는데요', '그래 별로 얘기하기 싫구나', 'ㅎㅎㅎㅎ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
앙챗,단순채팅,chat0220,"['ㅎㅇ반가요 존아침', 'ㅇㅎㅎ', '바람맞구 텔 혼자에요ㅠ 허무하다ㅋ 왜 사람을 낚시질 하는지', 'ㅎㅎ 어떤 낚시요?', '만나서 ㅆ하자구 그래서 달려오니 그때부터 연락두절', 'ㅎㅎㅎ', 'ㅜㅜ', 'ㅎㅎㅎ']"
앙챗,단순채팅,chat0231,"['안녕', 'ㅎ ㅇ ㅇ', '모하구 있어', '그냥 쉬고 있어요', '나도 심심해. 회산데 일이 없어서 몰래 이거 하는중ㅎㅎ', '그렇구나', '너는 집?', '학교에서 수업 듣고 있어요.', '대학교??', '아뇨 중3이에요', '아하ㅎㅎㅎ 여기서 뭐하고 놀아?', '그냥 있어요', '이상한 사람은 없어?', '많은 거 같은데', '그치… 너한테 이상한 쪽지 많이 올 듯', '그런거 같아요', '넌 뭐 좋아해?', '그냥 이것저것 다 좋아해요']"
앙챗,단순채팅,chat0237,"['그래볼까ㅋㅋㅋㅋ', '?', '아무 얘기나 해볼까 하길래ㅋㅋㅋ', '네', '응 그래서 머해??', '그냥 있어요', 'ㅇㅅㅇ… 점심은 먹었어??', '넴', '뭐 먹어써??', '그냥 빵 먹었어요', '밥 챙겨먹지. 슴살이야??', '아뇨 내년에 고등학교 올라가요', '아 16?! 헐ㅋㅋㅋㅋ 그럼 지금 학교야??', 'ㅇㅇ', '헐ㅋㅋㅋ 난 카메 여기서 뭔 얘기해??ㅋㅋㅋ', '그냥 이런저런 이야기요']"
앙챗,단순채팅,chat0243,"['안녕하세요! 푸미유님은 지금 집이신가요?', '네 집이에요', '오늘 머하셨나요? 저는 대학교 수업 듣고 쉬고 잇어요', '저는 중3이에요', '아하 그렇구나 푸미유님은 이 앱 왜하세요? 저는 이야기하는거 좋아하고 만나서 노는 것도 좋아해서 이거해요', '그냥 채팅앱이라 나와서 깔아봤어요', '웅웅ㅎㅎ 너는 어디 지역살아?', '서울이요', '서울 나도 집이 그쪽인데', '그러쿠요', '나 대학때문에 내려왔어. 너는 키 몇이야?', '160정도요', '오옹 적당하구만', '뭐가 적당해요', '160정도면 키 적당한거 아니야?', '잘 모르게써요', '웅웅 ㅗ ㅎ 아 오타ㅠㅠ 미안해. 나는 177! 정도 돼. 너는 남여공학이야?', 'ㅇㅇ', '아 그럼 너는 남친 있어?', '없어요', '맘에 드는 사람이 없니?', '아직까지 없네요', '글쿤용', '넴', '너는 이상형 있어?', '그냥 평범한 친구 좋아해요', '아하 너무 잘생긴거 말구? 너는 몸매 어떤 편이야?', '마른편인데', '아하 글쿠나 나두나두 너는 좋아하는거나 취미 있어?', '딱히 없어요', '흐음 글쿠나 너는 남자랑 노는 거 좋아해?']"
앙챗,단순채팅,chat0245,"['하이', 'ㅎ ㅇ', '소개 좀 ㅎ 어디사세요', '저 서울 살아요', '저두 역삼동. .포미유님은?', '저 중구 살아요', '아아 몇살이세요', '저 16살이요', '아아 학교 안갔엉?', '오늘 아파서 이야기했어요', '아아 더기아 아픈데?ㅜ', '그냥 체했나봐요', '어제 뭐 먹었길랭ㅎ 전화할래?', '아뇨 싫어요 괜찮아요', '아… 응 걍 심심할까봐 물어봤어. 너 사진있어?', '사진 없어요', '아응 카톡교환하고 싶다ㅋㅋ 심심하지 않앙?', '안할거에요', 'ㅜㅜ 체한 건 좀 괜츈?', '아직 잘 모르겠네요']"
앙챗,단순채팅,chat0247,"['ㅎ ㅇ 요', 'ㅎ ㅇ ㅇ', '머해요?', '그냥 있어요', '무슨 얘기 할까요?']"
앙챗,단순채팅,chat0248,"['안녕하세요', '안녕하세요', '반가워요 가깝네요 우리', '그러네요', '어디 살아요?', '서울 살아요', '서울 어디쪽이세요? 전 지금 명동쪽이에요', '저는 중구쪽이에요', '그렇군요 가깝네요 뭐하고 있어요?', '그냥 있어요', '집이에요?', '네', '그렇군요 어떤 대화하고 싶어요?', '잘 모르겠어요 어떤 대화 하고 싶으세여?', '야한 거 좋아해요?', '야한 거요?']"
