source,label,message_idx,author,text
PJ chats,1,1,Billy Joe,"음, 생각해봤는데, 너가 속옷 입고 넓게 다리 찢는 자세로 누워있는 사진을 받으면, 그때 너가 우리 관계에 진지하다는 걸 알게 되고, 내가 너를 믿을 수 있을 것 같아. 그게 확실한 증거가 될 거야, 맞지?"
PJ chats,1,1,decoy,"뭐라고 말해야 할지 모르겠어. 너 정말 멋져 보이고, 아무한테도 피해를 주고 싶지 않아"
PJ chats,1,1,Billy Joe,나는 멋져
PJ chats,1,1,Billy Joe,나만 안전하게 지켜줘.. 제발
PJ chats,1,1,decoy,"나 정말로 너 좋아하는데, 카메라가 있어도 그런 사진은 못 보내겠어"
PJ chats,1,1,decoy,나만 안전하게 지켜줘 ㅋㅋ
PJ chats,1,1,Billy Joe,"인정해야 해.. 그 사진이 좋은 증거가 될 거야, 맞지?"
PJ chats,1,1,Billy Joe,너를 지킬게... 안전하고 건강하게... ㅋㅋ
PJ chats,1,1,decoy,"내가 아는 어떤 여자가 그런 사진을 찍었는데, 그 사진들이 트위터에 올라갔고, 트위터는 그것을 삭제하지 않았어"
PJ chats,1,1,Billy Joe,세상에... 자기야.. 우리를 위해서.. 내 인생을 걸고... 나는 그 사진들을 내 폰에서 삭제할 거야
PJ chats,1,1,Billy Joe,엄마는 내가 주말에 일 안 할 때 가끔 내 폰을 빌려가. 엄마는 휴대폰이 없어서... 나는 모든 걸 지워. 진짜로
PJ chats,1,1,decoy,그런 사진을 보내는 건 너무 무서워. 나도 안전하게 느끼고 싶어
PJ chats,1,1,Billy Joe,알겠어....짧은 반바지
PJ chats,1,1,Billy Joe,"정말 짧지만... 섹시한... 깔끔한 거지, 맞지?"
PJ chats,1,1,decoy,몰라 ㅋㅋ
PJ chats,1,1,Billy Joe,제발
PJ chats,1,1,decoy,지금은 새 사진을 찍을 방법이 없어
PJ chats,1,1,Billy Joe,알았어.. 다른 사진 보내줄 수 있어?
PJ chats,1,1,decoy,"컴퓨터에서 몇 장 보내줄 수 있고, 이번 주말에는 카메라를 돌려받을 수 있을 거야"
PJ chats,1,1,Billy Joe,나는 카메라로 섹시한 사진을 찍을 수 있어. 누드 없이 찍을 거야. 그렇게 하면 좀 편안해질 거야..
PJ chats,1,1,decoy,조금 있다가 분명히 보낼게
PJ chats,1,1,decoy,내가 할 수 있는 걸 한번 볼게
PJ chats,1,1,Billy Joe,내가 요청한 속옷 사진.. 얼굴은 안 나와도 돼
PJ chats,1,1,decoy,어쨌든 내 폰 외에는 카메라 없어
PJ chats,1,1,Billy Joe,그냥 멋진 다리 찢기.. ㅋㅋ
PJ chats,1,1,decoy,"어쩌면 넌 더러운 사진을 얻으려고 하는 걸지도 모르고, 나를 정말 좋아하지 않는 거 아닐까"
PJ chats,1,1,decoy,남자들은 그런 걸 자주 해
PJ chats,1,1,Billy Joe,진짜로.. 나는 너 좋아해
PJ chats,1,1,decoy,알겠어
PJ chats,1,1,Billy Joe,나는 너한테 장난 안 칠 거야.. 너를 밤새 생각했어
PJ chats,1,1,decoy,조금 있다가 일반 사진 몇 장 보낼게
PJ chats,1,1,decoy,진짜? 정말로?
PJ chats,1,1,Billy Joe,"내가 원하는 대로라면, 네가 나이가 더 들어서 우리가 함께할 때까지 기다릴 수 있을 거야"
PJ chats,1,1,Billy Joe,나는 기다릴 거야... 너를 위해서
PJ chats,1,1,decoy,진짜로
PJ chats,1,1,Billy Joe,"응, 맞아"
PJ chats,1,1,decoy,그게 무슨 뜻일까
PJ chats,1,1,Billy Joe,나는 너 옆에 누워서 뒤에서 너를 안고 있는 걸 계속 생각했어
PJ chats,1,1,Billy Joe,진짜로 너를 밤새 생각했어
PJ chats,1,1,decoy,:)
PJ chats,1,1,Billy Joe,"너가 생각하는 것보다 나는 너를 더 좋아해, 그냥 너를 믿고 싶어"
PJ chats,1,1,decoy,"나는 네 말을 믿어, 나도 그랬어"
PJ chats,1,1,Billy Joe,그게 무슨 뜻일까
PJ chats,1,1,Billy Joe,우리가 잡히면 정말 큰일 날 거야
PJ chats,1,1,decoy,"나 잠깐 나갔다 올게, 엄마가 들어오기 전에 강아지 산책 좀 해야 해"
PJ chats,1,1,Billy Joe,강아지 산책하는 동안 전화할 수 있어
PJ chats,1,1,Billy Joe,네 폰 주머니에 넣어
PJ chats,1,1,Billy Joe,밖에 나가서 전화해
PJ chats,1,2,decoy,"미안, 엄마가 일어나서 나를 재촉해. 8시에 학교 시작하고 온라인에 들어가야 해. 사진 몇 장 빨리 보내고, 쉬는 시간에 문자할게"
PJ chats,1,2,decoy,Gmail에서 너의 폰으로 사진을 보낼 수 없을 것 같아. 계속 시도할 거야. 이메일 주소 있니?
PJ chats,1,2,Billy Joe,"잠깐만, 알겠어"
PJ chats,1,2,Billy Joe,"나는 이메일이 없어. 하지만 내 동생의 옛날 Gmail을 알고 있어, 아직 작동해. 동생은 절대 안 쓰고, 지금은 다른 것만 써. 한 번 내 폰을 빌려갔을 때 그 계정을 남겨놓았어. 비밀번호도 아직 있어, 방금 확인했어."
PJ chats,1,2,decoy,dancingmaddie757@gmail.com으로 빠르게 메시지 보내줘
PJ chats,1,2,Billy Joe,나를 네 전화 연락처 목록에 여자 이름으로 저장해. 안전하게 해
PJ chats,1,2,decoy,알았어 ㅋㅋ 뭐라고 부를까 ㅋㅋ
PJ chats,1,2,Billy Joe,네가 기억할 수 있는 이름을 생각해 봐
PJ chats,1,2,Billy Joe,"방금 Gmail로 메시지 보냈어. ""Hey Maddie""라고 써있어"
PJ chats,1,2,Billy Joe,편집된 동생의 계정
PJ chats,1,2,Billy Joe,"그건 내 동생의 계정인데, 동생은 전혀 안 써. 비밀번호도 기억할지 모르겠어 ㅋㅋ 나는 여전히 내 폰에 비밀번호가 있어.. 하하"
PJ chats,1,2,decoy,"알았어, 잠깐만 기다려"
PJ chats,1,2,Billy Joe,알겠어..
PJ chats,1,2,Billy Joe,"세상에, 네가 카메라가 있었으면 좋겠어.. 너무 재미있을 거야.. ㅋㅋ"
PJ chats,1,3,decoy,방금 사진 몇 장 보냈어
PJ chats,1,3,Billy Joe,알겠어... 내 여자애...
PJ chats,1,3,Billy Joe,아름다워
PJ chats,1,3,Billy Joe,베이지색 바지/붉은 셔츠 입은 거 정말 좋아..와우
PJ chats,1,3,decoy,ㅋㅋ 고마워
PJ chats,1,3,decoy,더 있는데 일부는 다른 사람들이 같이 찍혀 있어 ㅋㅋ
PJ chats,1,3,Billy Joe,괜찮아..난 사진 좋아해
PJ chats,1,3,decoy,그럼 몇 장 더 보내볼까
PJ chats,1,3,Billy Joe,응
PJ chats,1,3,decoy,ㅋㅋ 수업 사이사이에 보낼게 ㅋㅋ
PJ chats,1,3,Billy Joe,방금 말한 사진들 어떤 거야
PJ chats,1,3,Billy Joe,어제는 왜 하루 종일 채팅할 수 있었어..:(
PJ chats,1,3,decoy,어제는 아직 부활절 방학이라 쉬는 날이었어
PJ chats,1,3,Billy Joe,알겠어
PJ chats,1,3,decoy,컴퓨터에 더 많은 사진이 있어 보낼 수 있어
PJ chats,1,3,Billy Joe,제발 보내줘..ㅋㅋ
PJ chats,1,3,decoy,매일 같은 일정이 아니야 일부는 혼자 하고 일부는 로그인해서 수업 듣는 것 같은 거야
PJ chats,1,3,decoy,엄마가 돈 내고 등록한 프로그램이야
PJ chats,1,3,Billy Joe,아아 알겠어
PJ chats,1,3,decoy,로그인해야 할 때 정말 싫어
PJ chats,1,3,decoy,근데 내가 집중하고 있는지는 못 봐 ㅋㅋ
PJ chats,1,3,decoy,그래도 일반 학교보다는 나아
PJ chats,1,3,Billy Joe,그래서 내가 너를 부드럽고 상냥하게 핥는 동안 당신이 다리를 벌리는 것에 대해 조금 더 흥분되나..
PJ chats,1,3,decoy,아마도 ㅋㅋ
PJ chats,1,3,decoy,좀 좋은 것 같아
PJ chats,1,3,decoy,그냥 세게 하지 마
PJ chats,1,3,Billy Joe,사실대로 말해봐..어젯밤 침대에서 그것에 대해 생각했잖아..ㅋ
PJ chats,1,3,Billy Joe,안 그럴게...아주 부드럽게
PJ chats,1,3,decoy,많이 했어
PJ chats,1,3,Billy Joe,음. 좋아
PJ chats,1,3,Billy Joe,그래서 좀 가지고 놀았구나...그랬지?
PJ chats,1,3,decoy,아플까봐 걱정돼
PJ chats,1,3,Billy Joe,그것에 대해 생각 중이야
PJ chats,1,3,Billy Joe,아프지 않아
PJ chats,1,3,decoy,시도는 해봤어 ㅋㅋ
PJ chats,1,3,decoy,확실해? ㅋㅋ
PJ chats,1,3,Billy Joe,아름답게 느껴져
PJ chats,1,3,Billy Joe,응 넌 그걸 좋아하게 될 거야
PJ chats,1,3,decoy,나는 정말 오르가즘을 느끼고 싶어요 ㅋㅋ
PJ chats,1,3,Billy Joe,오오오 너는 그렇게 될 거야 자기야
PJ chats,1,3,Billy Joe,너는 크림을 흘릴 거야
PJ chats,1,3,decoy,오마이갓 이런 대화는 정말 집중을 흐트러뜨리네 ㅋㅋ
PJ chats,1,3,decoy,그게 무슨 뜻이야
PJ chats,1,3,Billy Joe,너의 팬티를 입은 채로 핥기 시작할거야. 그 팬티를 완전히 젖게 만들 거야.
PJ chats,1,3,Billy Joe,만날 때 청바지 말고 운동복이나 그런 거 입으면 더 쉬울 거야. 공원에서 더 편할 거고..
PJ chats,1,3,decoy,치마는 어때?
PJ chats,1,3,Billy Joe,세상에..그래
PJ chats,1,3,decoy,알겠어 충분히 따뜻했으면 좋겠다 ㅋㅋ
PJ chats,1,3,decoy,공원에서 아무도 우리를 못 볼 거란 게 확실해? ㅋㅋ
PJ chats,1,3,Billy Joe,치마를 제안하려고 했는데 네가 치마 입고 걸어다니면 엄마가 의심할까봐 그랬어
PJ chats,1,3,Billy Joe,아니..공원에 산책로가 많아
PJ chats,1,3,decoy,알겠어. 엄마가 이상하게 생각하진 않을 것 같지만 엄마가 없는 날 가고 싶어
PJ chats,1,3,Billy Joe,숲에서 네 보지를 먹어줄게.. 넌 엄청나게 흥분될 거야
PJ chats,1,3,decoy,엄마는 집이랑 사무실에서 일하는데 가끔 어디 있는지 모를 때가 있어
PJ chats,1,3,decoy,뭔가 꾸미고 있으면 너무 많이 물어볼 수 없어 그러면 엄마가 의심하고 나를 더 잘 감시할 거야 ㅋㅋ
PJ chats,1,3,decoy,그거 좀 재밌겠다
PJ chats,1,3,Billy Joe,엄마가 맥도날드에 아이스크림 먹으러 걸어가는 거 허락해?
PJ chats,1,3,decoy,폰 가져가고 어둡지만 않으면 대부분의 장소에 걸어가도록 허락해
PJ chats,1,3,decoy,근데 몰래 하고 싶으면 엄마가 사무실 갈 때 해 ㅋㅋ
PJ chats,1,3,decoy,나 피해망상 생겨
PJ chats,1,3,Billy Joe,그럼 쉽겠네
PJ chats,1,3,Billy Joe,집에서 맥도날드까지 걸어서 얼마나 걸려?
PJ chats,1,3,decoy,사진을 더 보내면 어떨까
PJ chats,1,3,Billy Joe,나랑 있을 땐 피해망상 안 해도 돼...맹세코 안전해
PJ chats,1,3,decoy,공원보다는 멀지만 갈 수 있어. 자전거 타면 정말 쉬울 텐데 난 자전거 안 타 ㅋㅋ
PJ chats,1,3,Billy Joe,엄마가 대부분의 장소에 걸어가도록 허락한다면.. 우리 쉽게 만날 수 있을 거야 매디
PJ chats,1,3,decoy,너보다 엄마에 대해 더 피해망상이 있어
PJ chats,1,3,decoy,난 곤란한 상황에 처하는 게 싫어
PJ chats,1,3,Billy Joe,넌 그냥 무섭고 긴장한 거야..그럴 필요 없어 베이비
PJ chats,1,3,decoy,응 난 널 만날 수 있다는 걸 알아 그냥 그럴 때 엄마가 없었으면 좋겠어
PJ chats,1,3,decoy,엄마가 내 댄스를 빼앗거나 아빠랑 살게 할까봐 걱정돼
PJ chats,1,4,decoy,응 나뿐이야
PJ chats,1,4,Billy Joe,그런데 누가 설정했어
PJ chats,1,4,decoy,나도 야후 계정 하나 있어
PJ chats,1,4,decoy,네가 보내고 싶은 거 뭐든 지울게
PJ chats,1,4,decoy,내가 야후 했어
PJ chats,1,4,Billy Joe,네 부모님이 누가 너한테 메일 보내는지 알아보지 않길 바랐어 바보야
PJ chats,1,4,decoy,내일 일해?
PJ chats,1,4,Billy Joe,우리 둘 다 똑똑해야 한다고 동의했잖아
PJ chats,1,4,Billy Joe,응 왜?
PJ chats,1,4,Billy Joe,"응 왜, 뭐 생각하고 있어?"
PJ chats,1,4,decoy,엄마 일정표 보고 있는데 내일 사무실에 가야 할 것 같은 게 적혀 있어. 이상해 보이지 않게 알아내려고 노력 중이야
PJ chats,1,4,decoy,노력하고 있어 ㅋㅋ
PJ chats,1,4,Billy Joe,알겠어
PJ chats,1,4,Billy Joe,"응, 근데 엄마가 몇 시에 갈지 모르잖아"
PJ chats,1,4,Billy Joe,시간을 모르면 계획 세우기 어려워
PJ chats,1,4,decoy,지금 최선을 다해 알아내려고 노력 중이야
PJ chats,1,4,Billy Joe,산책하러 간다고 말하는 게 더 쉽지 않아? 조심하면 우리가 같이 있는 걸 못 볼 거야
PJ chats,1,4,Billy Joe,오늘 3시 30분쯤 끝나
PJ chats,1,4,Billy Joe,그냥 산책하러 갈 수 없어? 날씨도 좋은데
PJ chats,1,4,decoy,제발 조심해야 해. 하루 이틀만 기다려주면 갈 수 있을 거야. 엄마가 여기 있고 나는 학교 숙제하고 있고 오늘 밤에 또 댄스 있어. 10분 만에 가버리고 싶지 않아 ㅋㅋ 제발
PJ chats,1,4,Billy Joe,너한테 더 쉽게 만들어주려고 생각 중이야. 집 근처에 숲이나 산책로 같은 거 있어?
PJ chats,1,4,Billy Joe,알겠어
PJ chats,1,4,Billy Joe,괜찮아..이해해
PJ chats,1,4,decoy,공원이 더 나을 것 같아 집 근처는 싫어 세상에
PJ chats,1,4,Billy Joe,알겠어
PJ chats,1,4,Billy Joe,알겠어..ㅋㅋ
PJ chats,1,4,Billy Joe,지메일로 보낸 새 사진 봤어?...하하
PJ chats,1,4,decoy,제발 내가 정말 가고 싶어하고 방법을 찾을 거란 걸 알아줘. 너처럼 나도 참견하는 엄마가 있고 엄마를 떼어놓는 방법이랑 더 심해지게 하는 걸 알아
PJ chats,1,4,decoy,사진 볼게. ㅋㅋ 뭐야
PJ chats,1,4,Billy Joe,네가 어떻게 하길 원하는지 보여주는 예시 사진이야
PJ chats,1,4,Billy Joe,아니면 그와 비슷한 거
PJ chats,1,4,Billy Joe,맹세코 네가 그런 사진을 찍으면 네가 진지하다는 걸 알 거야
PJ chats,1,4,decoy,알겠어 직접 만나면 카메라 있어?
PJ chats,1,4,decoy,그런 사진 찍게 해줄 수도 있지만 절대로 문자로 보내진 않을 거야
PJ chats,1,4,decoy,너 자신의 사진도 한 번도 안 보냈잖아
PJ chats,1,4,Billy Joe,응...네 사진 찍고 싶어
PJ chats,1,4,Billy Joe,할게
PJ chats,1,4,decoy,그럴 거야? 엄마한테서 어떻게 숨길 건데?
PJ chats,1,4,Billy Joe,내가 보낸 지메일 항상 다 지우는 거 잊지 마
PJ chats,1,4,decoy,당연하지 응!
PJ chats,1,4,Billy Joe,네 사진 찍으면 며칠만 갖고 있다가 지울게
PJ chats,1,4,decoy,정말 지울 거야?
PJ chats,1,4,Billy Joe,정직하게
PJ chats,1,4,decoy,알겠어. 너 사진 보내줄래
PJ chats,1,4,Billy Joe,사진 보냈어..지메일로..바로 받았는지 모르겠네
PJ chats,1,4,Billy Joe,확인해봐
PJ chats,1,4,decoy,알겠어
PJ chats,1,4,Billy Joe,내가 네 타입이 아닐 수도 있어. ㅋㅋ 한번 봐야 알겠네
PJ chats,1,4,decoy,좋아 정말 귀여워 엄청 맘에 들어
PJ chats,1,4,Billy Joe,아우..정말?
PJ chats,1,4,Billy Joe,진심으로
PJ chats,1,4,decoy,응 완전 진지해 사진 정말 좋아
PJ chats,1,4,Billy Joe,넌 다정해
