source,label,message_idx,text
앙챗,음란채팅,chat0050,"['ㅎㅇㅎㅇ', '안녕하세요', '네 반가워요', '네', '무슨 얘기 하고싶어요?', '아무 얘기나 좋아요', 'ㅎㅎ고민 있어요? 들어줄게요', '고민 딱히 없는거 같아요', '그럼 궁금한건?, 그래도 제가 10년정도 더 살았으니까요', '그냥 심심하네 여', 'ㅋㅋㅋ, 대학생아니에요?', '아니에요 중학생이에요', '헉ㅋㅋㅋ, 아직 가슴도 다 안컸겠넹', 'ㅇㅇㅇ;;', 'ㅎㅎㅎ, 섹스두 안해봤겠네 아직', 'ㅎㅎㅎ', '헤헤', '헤', '야한거 알려주고싶당', '…', '궁금하지 않아 그런거?', '잘 모르겠어요', '하긴 아직은 뭐 암것도 모를때지', 'ㅁ맞아용', 'ㅎㅎㅎ어떻게 생겼는지 궁금하당', '궁금해 안하셔도 되어요', '그럼 꺼져']"
앙챗,음란채팅,chat0051,"['ㅎㅇ보지젖었어?', 'ㅎㅇ', '웅', 'ㅎㅇㅇ', '모해?', '학교에 있어요', '글쿠나, 대딩?', '아뇨 중학생이에요', '그래 지금 수업중이야?', '네 수업중이에요', '그래, 그런데 너 불량 품이네, 수업 시간에톡이나 하고, 나도 불량 품 인데, ㅋ', '몰래하고있어요', 'ㅋ, 글쿠나, 무슨 시간 인데?', '수학시간', '글쿠나 수학 지루하고 어렵지, ㅠㅠ, 옆에 짝궁 있어?', '잇어요', '글쿠나, 그럼 짝궁 모르게 스릴 느낄래?', '어떤 스릴?', '웅 좀야한 스릴, 짝궁 모르게, 클리 토리스, 스치듯 만지면서 자극해바, 그럼 더 짜릿 하고 흥분 된다', 'ㅎㅎ안할라여', '해바, 팔짱 기면서 가슴도 만지고, 지루 하자나', '시러 공부할거에요', '하자, 앙~~, 소원', '죄송함당', '그래, 그럼 공부 열심히 해서, 전교 1등 해~^^, 홧띵, ~~♡♡♡', '고마워요', '웅, 섹스 해 봤어?', 'ㅎㅎㅎ', 'ㅋ, 해봤구나?', '그런게 궁금해요?', '웅, 그냥 궁금 하네', '그러쿠낭']"
앙챗,음란채팅,chat0052,"['직딩?', 'ㄴㄴ', '대딩?', '아뇨 중학생이에요', '크억, 중3', '맞아요', '어디사니?, 애기야^^, 요즘 이차방정식 겅부하겠네', '몰라요 뭐 공부하는', '근데 학교 끝났니?', '아뇨', '그럼 학교니?', 'ㅇㅇㅇ', '크억, 어디사니?', '중구에 살아요', '서울?', '넴', '장충동?, 동국대 있는데?', '그 근처죠', '아', '?', '만나는거 해봤니?', '조건만남이요?', '그런거 말고 건전 만남', '아뇨 안해봤어요', '조건은 해봤니?', '아뇨 그것도 안해봣어여', '그래 근데 남친 있니?', '남친 없어요', '그럼 키스해봤니?, 야동 본적은 있니?', 'ㅎㅎㅎ', '왜 웃니?, 겅부 재밌니?', '겅부 재밈ㅅ죠 힘들어도', '아, 나수학학원 강산데^^', '수업 안하세요?', '학원 수업은 저녁에 있지', '아 그렇겐네요']"
앙챗,음란채팅,chat0063,"['어디야?', '서울', '집이니?', '아니 학교', '사진도 없어서 얼평도 못겠네, 착해?', '나 착해', '오우~~죽이네, 몸매가 죽여주는가보네?, 몸매가 좋아야 착한거야', '모르겟네요', '오빠가 몸평해주께, 한번바', '싫어여', 'ㅇㅔ, 얼굴가리고 한번바', '싫어요', '아다는깻냐?', '알아서뭐하게요', '걍 토크, 심심해서, 말하기싫음 관둬라~~', '관둘란다~~', '헐ㅋㅋ, 그래 토크는 반말로 편하게하는거야, 누군지도 모르는데 뭔 존칭이야ㅋㅋ, 바쁘냐?', 'ㅇㅇ수업듣고 있어', '아~~고3이니?', '아니 중3인디', '헐ㅡㅡ, 뭐야, 애기네ㅋㅋ', '왱', '너무어리네, 놀기엔ㅋ기, 열심히 수업해라', '뭐하고 놀려구여', '야톡이런거 할려고햇지ㅋㅋ, 근데 중3이냐ㅋㅋ, 애기야ㅡㅡ', '그렇구낭', '그래ㅎㅎ, 공부열심히 해, 이런건 나중에하고', '넴', '웅^^']"
앙챗,음란채팅,chat0066,"['하이루 반갑습니다', '안녕하세요', '통통한편?', '아죠 마른편', '몸매좋은가보다, 글래머?슴크기가?', '몰라요', '아 친구구함?', '어떤친구여? 처음와서 몰라요', '데이트 친구, 친해지면 맛있는거 먹으까?', '괜찮아여 집밥이 제일 맛있어요', '근데 몇살이야?', '저 학생잉에요, 중학생', '아, 가슴그래서 모르는구나, 아직 덜나옴?', '몰라요..', '친해지면 만져보고싶다ㅋ', '뭘만져', '니가슴', '싫어', '치 만지게해주지, 누가 슴만져봄?, ??, 지금 학교?', '학교에', '학교에 머?, 학교에서 누가 만져봤다고?, ??', '학교에 있다구여 지금', '아, 학교언제끝나?', '4시 넘어서?', '글고 학원가?', 'ㅇㅇ', '글쿤 근데 어디살아?, 머하나']"
앙챗,음란채팅,chat0068,"['섹영상보고있는뎅!, 보여줄까~, ㅎ', '괜찮아요', '넹!ㅋ', 'ㅎㅎ']"
앙챗,음란채팅,chat0071,"['에스테틱 마x사x지 받아본적있어? 성x감 마x사x지로 여자 분x수 오x르x가x즘 느끼게 해주는거고 성x감x마x사x지 받는 사x진 볼래?', '아니용', '(음란사진) 일본의 경우 에스테틱 마x사x지가 보편화되서 일본여성의 80프로가 사x정하지만 우리나라의 경우 2프로정도 밖에 안돼 난 일본 신사이바시에서 에스테틱마x사x지 배운 전문가고 백프로 사x정하게해, 다른애도 볼래?', '괜찮아요', '(음란사진), 키랑 몸무게얼마야?', '죄송합니다..', '말해 까불지말고, (음란사진), 묶여서 사정하고싶지?', '죄송합니다 그만 할게요', '뭘 그만해, 대답해 키랑몸무게', '160 50', '애인있어?', '없어요', '이제 넌 내가 관리할테니 말잘들어, 분수는 해봤어?', '별로 관심이 없네요, 이런거에', '대답이나해, 까불지말고, 대답해', '싫어요 저 안할거에요', '몇살이야?', '저 중3인데요', '헐, 미안, ㅡㅡ, 진작 얘기하지, 미안해', '근데 뭐하는 분이셔요?', '아저씬 4년전까지 여성전용 마사지 샵했었어, 지금은 안해, 중3이면 이런데 있지마', '여기 어떤곳인가요', '여자는 몸파는 애들 득실거리고, 남자는 여자랑 섹스할려고하는곳', '아아 오늘 처음해봐서…, 다른 좋은 어플 없나 이야기 할만한?', '이야기할 어플 없어, 다 섹스얘기만하는곳이다, 공부해', '나쁜 사람들인건가…, 왜 다 안잡아가죠..?', '이런거는 너 나이에는 도움안된다, 법적으로는 불법아니니까', '아 어플자체는 불법이 아니니까 안잡아가는구나', '내가 널 오프로 안다면 이런게 성추행이되는데, 누군지 모르는 상태에선, 성추행도 성립이 안되거등, 근데 너같이 중3을 만나서 섹스하면 큰일나지, 잡혀가는거야 그때', '근데 괜찮다고 그러는 사람도 있던데ㅋㅋ, 이상한 사람 많은 어플이네요', '미친놈들이지', '아저씨는 착한 아저씬거같네요', '안착해, 잡혀가기싫은거지, 만약 너랑 섹스했는데, 안잡아간다, 그러면 섹스하지ㅋ, 근데 솔직히 아저씬 중학생은 관심없어', '알았어요, 사진 너무 많이 보내서 무섭더라구요', 'ㅋㅋㅋㅋ, 너 스무살인줄알았으니깐, 첨부터 16살인지 알았으면 사진안보냈지', '넴 많은것을 배우고 갑니다(꾸벅)', '응 공부열심히 하다가보면 대학교가서 좋은 남자 만날수있어', '넵 감사합니당']"
앙챗,음란채팅,chat0072,"['얘기하자', '그래요', '야한거좋아하니', '야한거?']"
앙챗,음란채팅,chat0075,"['안뇽ㅎㅎ, 얘기하구놀쟈ㅎㅎ', '안녕하세요', '웅ㅎ, 몇살이양!', '저 학생이에요', '중학생??', '네 중3', '아하, 야한거 좋아행??', '야한거요?', '웅웅, 야한거', '안좋아해요', '아.., 야동본적없엉?', '가끔봐요', '아항ㅋㅋ, 구럼 보면서, 만질때잇어?', '모르겠네요ㅡㅜ', '카톡, 아이디줭!', '싫어요', '구럼..라인?', '라인 안해요', '구롬, 너 친구들중에, 야한거 좋아하는애잇어?', '당연히 잇죠', '걔들 소개해죠, 물어바바 걔네한테, 야한얘기 하구 놀사람있냐궁, 남자한명있다궁', '걔네가 너를 안좋아할수도 있잖아요', '아니그니깐, 물어보라궁, 얘기하구놀자궁', '싫대요', '벌써물어봤어?, 안물어본거아니고?', '톡 바로 읽는데 개싫대요', '보자!', '싫대요', '너는?', '싫어요']"
앙챗,음란채팅,chat0077,"['하이루 반가', '안녕하세', '친구구함?', '어떤친구?', '그냥 만나면 좋은친구?ㅋ', 'ㅎㅎㅎ', '사는곳이?', '중구요', '아 몇살인데?', '저 학생인데 아직..', '그래서?, 어쩌라고', '16살', '아 귀엽긋다, 나랑 친해질래?', '싫어용', '치 나쁜뇬', 'ㅎㅎ', '너 공부잘해?', '못해잘', '그럼 몸매좋아?', '아뇨', '가슴작아?', '그냥 평범해요', '크기가 먼데?', 'ㅎㅎㅎ마음대로 생각해보세요', '친해지면 만지게해주ㅋ', '아뇨 그런거 없습니다', '피 만지고싶은데', '너꺼 만져요', '난 업서, 키는 몇?', 160, '날씬?', '말랐죠', '몸매는 좋은갑네', '별로임', '아 그래?엉덩이는커?', '다 별로에요', '글쿤, 젖은 탱탱하긋네?ㅋ', '오늘 날씨가 좋네요', '그러게 언제 드라이브 하까?', '근데 전 집이 좋아요', '치 쌍뇬', '..', '나쁜뇬', 'ㅎㅎㅎ', '욕 좋아하나봐?', '안좋아해요 한글 사랑해요', '욕도 한글이거덩?, 이뇬아?', '아 그르넹', '바부팅이, 짐 어디야?', '집이죠', '누워있어?', 'ㅇㅇ', '섹쉬하게?ㅋ', '그냥 누어있어요', '젖내놓고?ㅋ', '아뇨 그냥 있는데요', '옆에 누워서 젖빨고싶다', 'ㅎㅎ;;', '젖꼭지 쪽쪽빨고싶당, 나 젖디게잘빤다든데ㅋ', '알겠슴ㄴ다', '젖빨게해주라', '니꺼로 하세요', '시로 니꺼, 몇살이라 했지?', 16, '아 중쓰리?', '넴', '내년에 고딩이네?', 'ㅇㅇㅇ', '공부 열심히 해야긋네', '이제 열심히 할라구요', '이제 한다고 돼?', '그렇긴하죠, 근데 뭐 고등학교 가서 많이 하면되니까..', '글쿤']"
앙챗,음란채팅,chat0080,"['야챗할래?', '야챗이요?', '응 몰라?, 몇살인데?', '저 내년에 고1대여', '아..모를수있겠네. 남친사귄적은 있어?', '넴', '스킨십도 해봤겠네?', '당연', '키스만?', '안알려줄건데', 'ㅎ가슴도만졌어?', '그런게 궁금한가보구낭', '응 좀 궁금해., 키몇이야?', '궁금해하지마', '좀큰편이야?', '보통이얌', '얼굴은 귀여운편이야?', '그냥 사람답게 생겼어', 'ㅋ셀카 같은거있어?', '업슷ㅁ니당', '가슴큰편이야?', '안커', '집에서도 브라해?', '노브라', '아..야하겠다.티 입고있어?', '넴 별로 안야해요', '젖꼭지 살짝 튀어나왔겠네?', '알게뭐야', '가슴부터 애무해줄까?, 티안으로 손을쓰윽~, 손끝으로 꼭지를 까딱까딱, 밑엔 바지입었어?', 'ㅎㅎㅎ']"
앙챗,음란채팅,chat0090,"['섹스이야기해요', '?', '야한이야기', '야한이야기?', '섹스자주해?', '아뇨 저 아직 학생인데..', '안해봤어?, 고딩ㅈ이야?', '내년에 고1돼요', 'ㅜㅜ']"
앙챗,음란채팅,chat0093,"['ㅎㅇ집이야?', '학원', '글쿠나, 몇학년이야?', '내년에 고1됩니당', '글쿠나', '넴', '글쿠나, 지금은 수업해?', '이제 끝나가요', '그럽 집에가', '집에가야죠', '그래 학원 차 따고?', 'ㅇㅇ', '그래, 그럼 가방이나 가디건으로 가리고 스릴 느끼게 클리 토리스 부드럽게 만져']"
앙챗,음란채팅,chat0101,"['야하게 시키는 것 할게요 당신에 노예가 될게요 라인으로 편하게 다 할게요 뒤도 넣고요 말잘들어요 다 벗구 알몸으로 잇어요 넘 하구 싶어요', '안녕하세요', '네 방가워요 편하게 대해줘요. 야하게 시키는 것 다 할게요', '?? 저 학생인데', '괜찮아요 야한거 좋아하세요?', '잘 모르겠어요;;', 'ㅎㅎ 지금 학교요', '네 학교에요', '이거해도되요', '몰래하고 있어요', '괜찮아요', 'ㅇㅇㅇㅇ', '그랭']"
앙챗,음란채팅,chat0108,"['어린보지 맛있겠네ㅋㅋ', '?', '보지 빨아주고 싶다ㅎㅎ', 'ㅎㅎ;;', '아저씨한테 보지 빨리면 어떨거 같아ㅎㅎ', '모르겠네요', '교복입은 채로 박고 앙앙대게 해주고 싶네ㅋ', '그러쿤요']"
앙챗,음란채팅,chat0109,"['아저씨랑 쪽지해봤어?', '아니요', '아저씨 상대하면 꼴려서ㅎㅎㅎ', '?', '몇살이야?ㅋ', '내년에 고1돼요', '아하 또래가 아저씨 상대하면 꼴린다고 한건데ㅎ', '별로에요', '아저씨들이 어린거 탐내면 기분 DJEOZ', '잘 모르겠어요', '몇살 아저씨랑 쪽지해봤어?', '잘 몰라요 앱 처음써봐서', '지금학교?ㅋㅋ', '네 학교에요', '학교에서 이런 어플하면 어떡해ㅋㅋ', '앱 처음 써서 뭔지 몰라요 이상한 앱인가요??', '웅 이상한 앱인데ㅋ 왜 깔앗어!', '채팅앱이라길래. 왜 이상해요?', '야한말하니까ㅎㅎ', '아아', '그리고 이거 16살은 설치 안될텐데ㅋ', '어 돼던데 아이디가 다른거라 그런가', '야한거 싫어해?ㅎㅎ', '잘 모르겠어요', '이거하다가 학교에서 흥분하면 어쩔려구 ㅋ', 'ㅎㅎ;;', '키 몸무게 머야? ㅎㅎㅎ', '안 아려줄겁니다', '뚱뚱한편?ㅋㅋ', '말랏어요', '마르고 작으면 꼴리는데 왜 안말해줘… ㅋ', '그냥요', '아저씨들이 야한말해?ㅋㅋ', '네 만나자고 그러시네요', '아저씨들한테 야한말 들으면 기분 어때 ㅋ', '잘 모르겠어요', '야릇한건 없어?ㅋ', '뭐 없어요', '그레 알겠어 재밌게 놀아ㅎ', '네']"
앙챗,음란채팅,chat0125,"['야하게 시키는 것 할게요 당신에 노예가 될게요 라인으로 편하게 다 할게요 뒤도 넣고요 말잘들어요', '?', '안녕하세요 야하게 시키는 것 다하는 노예요. 편하게 다 할게요', '저 학생인데…', '괜찮아요 부담없이 하세요. 넘하구싶어요', '만나서 하자는건가요?', '만나는거 아니요 톡으로요', '싫어요 안할래요…', '야한것 좋아하세요? 다 보여주고 싶어요. 괜찮아요. 편하게 말해줘요.', '안할게 미안', '자아지 볼래요', '아니 안볼래', '다 보여주고 싶어요 쥬인님', '응 안봐~ 안녕']"
앙챗,음란채팅,chat0126,"['하잇 ㅎㅎ', 'ㅎ ㅇ', '머해여어 ㅎㅎㅎ', '수업들어요', '아 학교야?!ㅎ', '네 학교에요', '아하ㅎㅎ 너두 사진 궁금햇 말놓자', '사진 없어 ㅆㄹ', '아 없오?ㅎㅎ 나 여재좀 소개시켜주징ㅜㅜ 18인데 ㅠ', '난 중3인뎅', '차이 얼마 안나네ㅎㅎ', 'ㅎㅎㅎ', 'ㅎㅎ 나 어땟', '모르겠는뎅', '별룬가ㅎ', '뭐 잘모르니까ㅎㅎ', 'ㅎㅎ 너 잘나가? 잉', '나 못나가', '왱ㅠ', '구냥 못나가는거지', 'ㅎㅎ아핫 ㅎㅎ 똥꼬치마입구있는 애들 많아?', '몰라 그런애들도 있긴 해', 'ㅋㅋ 팬티 다 보이겠네', '잘 안보영', '아하 ㅎㅎ 너는 치마 길어?', '그냥 평균인거 같은데', '교복입은거 보구싶당', '너도 18살이면 교복입을거아냐', '웅ㅠ 남고', '여고를 가서 구경해']"
앙챗,음란채팅,chat0127,"['안녕하세요ㅎㅎ', '안녕하세요', 'ㅎㅎㅎ모하구 있어여', '수업 듣고 있어요', '고둥학생이양?ㅎ', '내년에 고1대여', 'ㅎㅎㅎㅎㅎ귀요미네에ㅎㅎ', 'ㅎㅎㅎ', 'ㅎㅎㅎㅎㅎㅎㅎ수업시간에 몰앙톡이라니이ㅎㅎㅎ', '몰래하고 있어요…', 'ㅎㅎㅎㅎㅎ수업언제끝이야?', '4시 넘어서 긑이에요', '아니아니 지금 수업 ㅎㅎㅎ', '지금 수업은 곧 끝나요', 'ㅎㅎㅎ 머하구 싶은거 있엉?ㅎ', '딱히 없어요', '잇ㅎㅎㅎ 화장실이나 가자앙ㅎㅎㅎ', '싫어요']"
앙챗,음란채팅,chat0134,"['하이', 'ㅎ ㅇ', '모해요?', '수업들어요', '고딩?대딩?', '내년에 고1돼요', 'ㅋㅋㅋㅋ선생님이 재미없게 가르치나봥?', '어렵네요ㅎㅎ', '반말할까? 서로?', 'ㅇㅇ', '아니 그렇다고 초성만 쓰진말고ㅋㅋㅋㅋ', 'ㅎㅎ 알앗엉', '착하네 이 앱은 왜 받은거야? ㅎㅎ', '처음 써봐서 잘 몰라요 그냥 채팅앱이라 받은건데', 'ㅋㅋㅋ 여기 조금 성인? 들의 채팅장소인데ㅋㅋㅋ 알아?', '아 그래요? 다른 채팅앱도 다 그래?', '다른곳은 소개인데 여기는 조금 더 적극적으로 말하지. ㅋㅋㅋ 익명이라서 조금 더 개방적이고', '많이 이것저것 해봤나봐', '그럼. 나이가 있는데 근데 여기가 더 나아. 아닌 척 하면서 뒤에서 더 밝히는 것보단 여기서 당당하게 얘기하는게 더 나아', '그러쿠낭', '넌 관심없어 보이네ㅋㅋ', '별로 모르겠어', '아직 아다야?', '몰라두대', '부끄러?', '뭐가', '몰라도되라는 말은 처음 들어서', '나이가 있는데 처음 듣다니 신기하넹', '아니 보통은 말하거든', '그러쿠낭', '중딩이면 어때. 할 수도 있고 안할수도 있는거징', '그런가…', '응 지금이 뭔 조선시대도 아니고 어떄… 그리고 요즘은 발육도 좋잖아', '그래 그렇네', '응 요즘은 고딩들이 더 밝혀ㅋㅋ 너도 모를껄?', 'ㅎㅎㅎㅎ', 'ㅋㅋㅋㅋ 아직 아다구나', 'ㅎㅎㅎㅎ', '너 ㅎㅎㅎㅎ가 응이란 뜻이구나 ㅎㅎ 너 알려주는거 재밋을꼬 같아ㅋㅋㅋ', '별로 재미없어', '해보고 DORLGOZZ 귀엽네 너 이쁘지??', '나 안이뻐', '거짓말ㅋㅋ 몸매좋고 이쁠거같은뎅', '안그래여', '어떤데?', '그냥 평범', 'ㅋㅋㅋㅋ까칠하네 근데 착해', 'ㅇㅇ?', '착하다규ㅋㅋㅋ 싫은티는 나는데 답장하잖어ㅋㅋㅋ', 'ㅎㅎㅎ', '남친 사귄적 있어?', 'ㅇㅇ', '초성만 쓰지 말라니까ㅋㅋ 그럼 아다는 아닌거 같은뎅?', '왜 내맘이야', '아까는 알았다며ㅋㅋㅋ 까칠한거봐', 'ㅎ', 'ㅋㅋㅋ 심심하징?', '그냥 수업들을래', '왜 ㅋㅋㅋㅋ 나랑 놀아', '수업이 더 재밌넹', '너가 너무 무성욕자라 구래', '구런가 난 모르겠는딩', '지스팟은 만져봤엉?', '모르겠엉 관심없엉', '만져보면 바뀔 수 있지 않아?', '몰라 안 만져버릇하니', '아니 있는지 없는지도 모르는데ㅋㅋ', '그러니까요', '지스팟 만지면 기분 짜릿할텐데', '알겠어요ㅎㅎㅎ', 'ㅋㅋㅋㅋ 할 마음이 없구나', '맞아요 별로 마음이 없어요ㅎㅎ', 'ㅋㅋㅋㅋ 어떻게 해야 할 마음이 들까?', '뭘해도 마음이 안들거에요 무리 ㄴ ㄴ', 'ㅋㅋㅋㅋ 아직 어려', 'ㅎㅎ', 'ㅋㅋㅋ 오늘 밤에는 꼴리지 않을까?ㅋㅋ', '오늘 밤에 왜여', '원래 밤되면 사람이 호르몬이 나와', '갑자기 사이언스', '놉 일관성있게 19금임', '그렇군요', 'ㅋㅋㅋ 아니 넌 왜 착하냐고ㅋㅋㅋ', '이제 답장 안해줄게']"
앙챗,음란채팅,chat0144,"['저나로 야한이야기해요 라인가능', '라인안해요', '카톡? 틱톡?', '왜요?', '저나하고싶은데', '전화안대요', 'ㅇㅇ', '저 학생이에요… 하자고 그러시는건가용?', '15살하고 섹스경험 있는뎅ㅋㅋㅋ 16살이면 좋지', '죄송해요 안할게요', '만나서 하는 것도 아니고 전화하는건데', '안할게용ㅎㅎ;; 죄송합니다', 'ㅇㅇ']"
앙챗,음란채팅,chat0145,"['안녕', '안녕하세요', '응응!! 반말로 시작해서 미안ㅋ 존댓말하면 더 이상할 거 같아서', 'ㅇㅇ', '나는 회사 다니고 일찍 퇴근했는데 심심해서. 졸라 qt같이 보일 수도 있는데 20살이랑 대화해보고 싶었어ㅋㅋㅋ', '저 16살인데요', '아 그래? ㅋㅋㅋㅋ 그럼 무슨얘기를 해야되지', 'ㅇㅇ', '그때는 돈걱정 학교걱정 이런거 걱정하나', '그렇죠 용돈걱정', '응 그렇구나. 그래서 그른가 여기서두 고딩들도 조건만남 많이 하더라구. 친구들하고 조금만 재밌게 놀아도 최소 3~4만원은 필요할거 같은데', '아 그래요 조건만남 하시려고 그러신건가용', '음 솔직히 해본적은 있어ㅠ 너무 이상해보이려나 bb', '그러쿤요', '응… 나 이만꺼져? ㅠ', '저 학생이에요… 하자고 그러시는건가용?', '그런거 아니야 그냥 편하게 아무 얘기나 하자고 써있었던거 같아서. 기분 나빴어?', '아니에요 안할게용', '뭘 안해ㅠ 너한테 하자구 한거 아니야 ㅜㅜ 16살한테 뭔 그런걸 말하겠어', '네 알겠어요', '화난거 같아서 무서워 말 안걸게ㅠ', '넴']"
앙챗,음란채팅,chat0150,"['ㅎㅇ요쪽지해요', '안녕하세요', 'ㅇㅇ남친 있어?ㅜㅜ', '왜요?', '걍 대화지 뭐. 아무 얘기나 하자며?ㅎ', '있어요', '오ㅡㅡㅡㅡㅋ키스해봐써?', 'ㅇ', '첫 남자야? 남친이?', 'ㅇㅇㅇ', 'ㅋㅋ 어디서했어? 난 여자애 방', '그러쿠낭 난 말 안해줄래', 'ㅋㅋ 쪽찌니 편히 말해ㅎ', '싫엉', '내숭이야?', 'ㅋㅋㅋㅋ', '키스만 했어?', 'ㅎㅎㅎ모름', '내숭 그만떨고 대화하자ㅎ', '나 아직 어려여. 내년에 고딩돼는데', 'ㅋㅋㅋ그럼 키스는 왜 했어?ㅎㅎ 걍 대화하자 쪽지잖아', '안할래요', '왜 야한거하자 할까봐?', '넴', '하면돼지 어차피 쪽지인데뭐ㅋㅋ', '싫어요 안할래용', '내숭 좀 그만ㅜ', '알겠어요 채팅 그만할게요ㅂㅇ']"
앙챗,음란채팅,chat0153,"['하위!', 'ㅎ ㅇ ㅇ', '모하닝', '누워있어요', '뭐하고 놀까', '놀거에요?', '놀아야징ㅎㅎ 심심한뎅', 'ㅎㅎㅎ 뭐하고 놀게', '저나로 야한 이야기 하쟝ㅋㅋㅋ', '나 중딩인데… 16살', 'ㅋㅋㅋㅋㅋ 괜춘해', '안할래요']"
앙챗,음란채팅,chat0156,"['떡치구싶엉', '쳐요', '니가 대줘야지^^', '저 중3인뎅…', '아다 안뗐니?', '안알랴줌']"
앙챗,음란채팅,chat0157,"['ㅎ ㅇ', 'ㅎ ㅇ', '웅 방가워', 'ㅎㅇㅎㅇ', '웅웅 방가워', '반가워요', '넵 모해요? 갑이네', '저 16살이에용', '그래 ㅋ 모해?', '그냥 집에 있어요', '그래. 난 누워 있는데 야해지는데 bb', '왜 야해져', '그냥 너랑 같은 생각하니까', '난 너랑 같은 생각 안하는데?', '고뢰. 그래도 클리토리스 부드럽게 만져', '싫어', '만져. 보빨하고 싶다', '안할래요 죄송합니다', '만져야 돼']"
