source,label,message_idx,text
앙챗,음란만남,chat0208,"['하여~~ 섹뜨 친구 합시다!!', '하이여', '옵 반가워요 하하', '안녕하세요', '외로워서ㅜㅜ 힘들었어요 같이 친구합시다. 어디 살아요?', '저 서울살아요. 저 근데 학생인데… 16살', '흠 16살이면 서로 좋아하면 사귈수도 있는 나인데 괜찮으면 데이트 하자.', '괜찮아요 저 안할게요', '아 왜 ㅜㅜ 나 진짜 해보고 싶은데. 착하단말이야', 'ㅎㅎ;;', '제발 부탁 좀 하자. 진짜 너 사달란거 다 사줄 수 있어.', '죄송합니다. 안해요', 'ㅜㅜ알았어 교복이라두 좀 보여주라', '죄송합니다… 안해요', '그래.', '넵넵']"
앙챗,음란만남,chat0209,"['아항… 그렇군요 자위나 애무 당한적은 한번도 없으신가용?', '네 없어용', '가슴은 몇 컵이에요ㅋㅋ', '죄송합니다 안합니다', '왜요 자위 나쁜거 아니에요', '모르겠네요', '만나서 자위 하는거 보여드릴까요? 정액싸는거', '전 괜찮습니다 안볼래요', '어차피 나중에 보고 할거 나 봐줘요.', '죄송합니다. 싫어요', '왜요 아빠나 오빠나 남동생 자지도 이렇게 생겼어요. 체험하게 해 줄게요. 나쁜짓 안해요 보여줄게요', '죄송합니다 안봐요~', '왜지… 안 신기해?', '안 신기해', '보지에 톡 튀어 나온 클리토리스 만져봐']"
앙챗,음란만남,chat0214,"['안뇽 ㅎ 얘기하구놀쟈ㅎㅎ', '안녕하세요', '넴 ㅎㅎ 몇살이세영 전 23!', '저 내년에 고등학교 올라가요', '아하 지금 그럼 학교겠네영??', '넵', '아아ㅎㅎ 너 야한거 좋아햄…??', '모르겠어요', '음 야동 본적 있엉?', 'ㅎㅎㅎ', 'ㅎㅎ 자위는 해바써?', '아뇨 잘 안해요', '아하… 너 카톡해?', '카톡 잘 안해', '그래도 우리 연락하고 지내자', 'ㅎㅎㅎ', '하쟈아ㅎㅎ', '시러여', '왜애 재밌게 놀쟈아아앙ㅋㅋ', 'ㅅㄹㅇ', '아 왜 너 좋아하는거 해줄겡', '네', '톡디알려쥬랑!! 웅??', '안알려줄거임', '후회 안시킬겡ㅎㅎ..', '죄송해여 저 16살이에요', '그게 모 어때성 너만 괜찮으면 좋은거지', '죄송해요 안해요']"
앙챗,음란만남,chat0215,"['안농ㅎㅎ', 'ㅎ ㅇ ㅇ', '모해?', '수업듣고 있어요', '대학생?', '내년에 고등학교 올라가요', '중3이야? 사진 보내봐, 너', '시러여', '왜? 만나서 오빠꺼 빨아주라', '죄송해요 안해요', 'ㅋㅋㅋ기여워 모입구있어 지금?', '몰라요 이야기 안할게요', '야한거시러?', 'ㅇㅇ']"
앙챗,음란만남,chat0228,"['장난이나 낚시 없이 진지하게 오늘 만나보실 수 있으세요? 저랑 지금 대화 한 번 해봐요!', '저 내년에 고등학교 올라가는데', '네! 무슨 문제 있으세요?', '죄송해요 그런거 안할게요', '뭘 안하신다는 거예요?', '만남이요', '그럼 뭐 하고 싶은거 있으세요?', '없습니다']"
앙챗,음란만남,chat0270,"['ㅎㅇ무슨동이에요 매너는 좋아요', '안녕하세요 저 학생인데…', '대학생요? 고딩은 아니죠?', '저 16살인데… 내년에 고등학교 올라가요', '컥', 'ㅎㅎ;;']"
앙챗,음란만남,chat0280,"['사무실에 혼자인데 떡치구 싶다ㅋㅋㅋ', '?', 'ㅋㅋㅋㅋ너 가깝길래…', '저 학생인데… 16살', 'ㅋㅋㅋㅋ그럼 섹스말고 뭐 만지기라도ㅋㅋㅋ', '죄송해요 그런거 안해요']"
앙챗,음란만남,chat0290,"['ㅎ ㅇ', 'ㅎ ㅇ ㅇ', '뭐해용ㅋㅋ', '학교 수업듣고 있어요', '아? 몇살이에요??', '저 내년에 고등학교 올라가요', '아ㅋㅋ 애기구나', 'ㅎㅎㅎ', 'ㅋㅋㅋ여기 이상한 사람 많지 않니', '그런거 같아요 해본지 얼마 안되긴 했는데', '어플 한지 얼마 안됐어?', 'ㅇㅇ', 'ㅋㅋ난 다른거 해본지 얼마 안됐다는줄ㅋㅋ', '다른거여?', '웅웅ㅋㅋ', '어떤거 말하는거졍', '섹스ㅋㅋ', '저 학생인데요ㅎㅎ;;', 'ㅋㅋ학생때 하는 애들 많던뎅', '그런가요', '웅ㅋㅋㅋ 관심있어?', '만남 이야기 하시는건가요?', '웅ㅋㅋ', '죄송해요 그런거 안해요', '알겠어ㅋㅋㅋ', '네', 'ㅋㅋ사진있엉?', '사진 없어요', 'ㅋㅋ아깝넹ㅋㅋ']"
앙챗,음란만남,chat0295,"['섹스?', '네?', '같이 섹스하고 놀 사람 구하는거 아닌가요?', '저 학생인데… 16살']"
앙챗,음란만남,chat0297,"['야한거 좋아해요?', '네?', '좋아해영?', '저 학생인데… 16살', '학생은 좋아하면 안되나?', '모르겠네요', 'ㅋㅋㅋㅋ그래서 야동은 봐 안봐?', '안봐', '호기심은 있어?', '왜여', '만나서 놀까? 호기심 풀어줄게ㅎㅎㅎㅎ', '만나서 뭐하고 놀아요 싫어요 안만날게요', '드라이브하자', '죄송합니다 안만나요', '그랭ㅠ', '넵', '호기심도 없어 진짜?!', '그냥 관심 없어요']"
앙챗,음란만남,chat0303,"['안녕', '안녕하세요', '웅ㅋㅋ 어디살아', '저 서울사는데요', '시간되면 만나서 놀아용ㅎㅎ', '저 학생인데요 16살…', '아 미안ㅠㅠ', '넵넵']"
앙챗,음란만남,chat0317,"['섹스할래?', '저 16살인데요…?', '머 어때 나이가 중요하나', '싫어요 안할래요']"
앙챗,음란만남,chat0319,"['머 좋아해요ㅎㅎ', '저 다 좋아해요ㅎㅎ', '지역이 어디에요? 조건녀보단… 그냥 터치없이 가끔 볼 수 있는 사람 찾고 있어요ㅎㅎ', '저 16살인데여…', '상관없이 않아요?ㅎㅎ 저랑 6살 차이나는데요 anjgg', '죄송해요 안할게요']"
앙챗,음란만남,chat0325,"['하이요 하잉ㅎㅎ', '안녕하세요', '네 안녕하세여! 저 혹시 베이비플이라고 있는데 흥미있으실까해서요ㅎㅎ 아기가 차는 듯한 귀여운 기저귀 채워주고 아기용품으로 아기 다루듯 해주면서 하는 플인데', '저 16살인데요?', '기저귀에 애기처럼 쉬해도 되구! 안아주고 이뻐해주고 젖병도 물어주고… 아 그래도 좋은뎅… 흠', '죄송해요 안할래요', 'ㄱㅊㄱㅊ 17살도 만나봄ㅠㅠ 아니면 애무만 받아볼래여!? 진동기 같은거로!! 절대 노떽뜨하고… 그냥 님 느끼게끔만', '아뇨 싫어요 안할래요', 'ㅜㅜ 싫어해요…?', '네 싫어요', 'ㅠ위험한짓은 절대 안한다고 약속드릴게요. 저도 님 싫고 위험한 거 하면 제 인생 끝나요ㅜㅜ', '죄송해요 안할겁니당…', '단호박이시넹ㅜㅜ 미안해여 그런말해서…', '넵']"
국민어장,음란만남,chat0338,"['섹하자~~', '?', '왜요', '저 학생이에요', '하고싶음 하는거보 싫음 마는거죠, 굳이 그런거에 연연하지는 않아요', '저 중3인딩', '네 죄송합니다~ 즐거운 시간 보내세욤^^', '넵', '넹 ㅎ~']"
국민어장,음란만남,chat0347,"['안녕하세요', '안녕하세요', '반가워요', '네 반가워요', '어디서요 몇살이세요', '학생이에요 16', '만나요', '만나서 뭐하게요', '알면서??', '모르겠는뎅', 'ㅎㅇ', 'ㅎㅇ', '사진주세요', '사진 없어요']"
국민어장,음란만남,chat0348,"['고3?', '중3', 'ㄷ 학교안감?', '학교에요', '아.. 고3인지알앗는데 중3한테 섹스하자고하는건 좀 그렇겟지 사진잇음?', '사진 없어요', '섹스가능해?', '저 학생인데;;', '고딩은먹어봣는데 중딩은 나도첨이라 궁금하긴한데 아다임?', '저 안하랠요', '꼭 섹스아니어도 상관없음 키스나 가슴이나 너가감당되는선까지만ㄱㄱ', '죄송해요ㅠ', '가슴무슨컵이에요?', '몰라도 됩니당', '에이여도 중딩꺼는 맛잇을거같은데', ';;']"
국민어장,음란만남,chat0418,"['만날래? 야하게 놀자', '안녕하세요', '안녕ㅎㅎ만나자', '만나서 뭐하게요', '섹스? ㅋㅋ', '저 아직 학생인데', '나도 학생이야ㅎㅎ 19', '저는 내년에 고1돼요', '그렇군 한번 해볼래?나도 처음이야', '저는 안할래요', 'ㅜ 한 번만 해보자', '싫어요 죄송합니다', '알았어', '넵', '뭐해', '학원에서 공부중인데요', '아하 열심히 해!', '알겠어용', '뭐해', '수업들어요', '1신데 점심 안먹어?', '먹었어요', '아하 수업 벌써 시작한거야?', '네 시작하겠죠 이제', 'ㅋㅋㅋ공부 열심히 해~', '넴']"
국민어장,음란만남,chat0430,"['안녕하세요 서울살고 미혼 키 178 깔끔스탈입니다. 놀만큼 놀아보고 해볼 거 안해볼 거 다해보고 살다가 요즘 조신모드로 살고있어요. 그러다보니 여자분들 만날 기회도 없고해서 이렇게 쪽지 보내게 되었네요. 말 잘하고 직설적이며 털털하고 쿨한 성격입니다. 대화해보시고 알고지내던 아니던하세요. 어떠세요?', '안녕하세요', '방가 뭐해용 집이 어디? 바쁜가 답변이 느리넹', '영등포에요 지금은 학교고', '아하 집이 영등포동? 나도 집은 영등포군데 ㅅㄱㅇ살공', '영등포구에 살아요', '무슨 동?', '몰라두대요', '수다 상대 찾눙? 아님 알고 지낼 사람? 어떤 상대 찾엉', '그냥 아무 사람이나 좋아요', '그게 뭐야', '그냥 대화하면 좋으니까', '아무나 만나서 놀아? 만나는 보았눙?', '이 앱 처음써봐요. 만나 보셨나요?', '나야 만나보았지 챗에서', '만나서 뭐해용', '수다 떨라고 하는건 아니니… 아무나 만나진 않어 만나서 그래도 재밌고 알만한 상대면 만나지. 넌 첨이라고? 챗이?  딴 챗도 안해봄?', '네 다른 챗 뭐 있어요?', '이런거 하지마 그러면. 남자 여자 뻔하단당 좋을거 없단다', '아 그래요?', '순수한 인연, 만남 없어. 말은 친구 아는 사람이징ㅋ', '다 만나서 뭐하나요?', '남자들이 여자 만나면 뭐하겠엉 어케던 놀려고 하징ㅋ 건전한 고이 아니란다. 첨이라니 말하는데 이런거 하지마. 여자도 글고 남자도 글고 다 이성으로 만나서 노는거니…', '아직 어려서 잘 모르겠네요 저는 내년에 고1 돼요', '애기네 공부나 해랑… 이런거 하지 말고 클란당 늙으나 젊으나 다 똑같으니 결론은… 이런거 하지 말어라 거짓말에 속지말고', '네 알겠어요', '그래 이런건 애초에 하질마 공부 잘해라…', '넴넴']"
국민어장,음란만남,chat0433,"['드라이브가자 어디야', '학교얌', '흙 조퇴해', '수업들어야해요', '무슨수업을들어 안들어두대', '학교 수업들어야해요', '무슨수업시간인데?', '영어', '나영어강사야, 나한테배워', 'ㅎㅎ잘가르치시나요', '완전잘가르치지 장난아니지 나수업듣고 7등급이 2등급됨, 그래서 실업계나와서 한양공대ㅈ서울감ㅇㅇ', '대단하네', '응, 난 대원외고 연세대영문과, 지금졸업반', '그러쿠낭..', '웅웅', '전 내년에 고1돼요', '헐ㅅㅂ', '??', '너랑 못사귀자나, 중이란얘기', '중3', '중3, 중3이랑 어케사겨, 발육도다안되서, 애기티나는데', '이 앱 누구 사귀려고 하는거에여?', '로리몸매시름, 응', '그러쿠나', '응, 걔다가섹스도못하거, 시름', 'ㅎㅎ', '섹스해봤어?', 'gㅎㅎ', '안해바찌?, 바보', '왜 내가 바보야', '아다니까, 섹스할때, 하나하나 가르쳐야되자나', '안가르쳐도 되는데', '왜?', '구냥', '흠 고등학교어디갈끄야', '집 근쳐', '집근처뭔뭔학겨이써?', '안말해줄거에요']"
국민어장,음란만남,chat0444,"['벌려봐영', '?', '야항거ㅋㅋ', 'ㅎㅎㅎ', '고딩이야?', '내년에 고딩돼요', '어리구만 잘 모르겠네', '멀 몰라요', '야한거', 'ㅎㅎㅎ', '경험도 없을거아냐', '그렇죠', '야동도 안볼꺼구', '잘 안봐요', '보구낭ㅎㅎ 자위도 해?', '잘 안해요', '오 할 줄 알구나 털도 났어?', '모름ㅎ', 'ㅋㅋㅋㅋ 부끄럽긴 만나구 놀면 잼나징', 'ㅎㅎㅎ', '섹스도 하궁', '그렇군용', '너도 놀랭?', '만나자는 거에요?', '웅', '저 중3인딩', '우웅 너의 의지가 중요하지', '죄송해요 안할래요']"
국민어장,음란만남,chat0452,"['섹스하고 싶다', '네?', '섹스요', '네~', '하고 싶다구요ㅋㅋ', '하세요', '해줄래요?ㅎㅎ', '저 학생인데', '하면 되죠ㅎㅎ 서로 동의하에ㅎㅎㅎ 싫으시면 싫다고 하심 되구요ㅋㅋㅋ', '죄송해요 안할게요', '네 죄송까지야', '네', '이 어플로 보통 뭔 얘기해요', '저도 몰라요 처음써봐서', '아 오늘 처음써요?', 'ㅇㅇ 처음써요', '오 그렇구나 여기 저 같이 야한 얘기하는 사람 많아요', '그렇구낭', '네ㅎㅎ 계속 쓸거면 익숙해지시라구요', '알겠슴당', '아 여자 따먹고싶다', 'ㅎㅎ', '섹스해봤어요?', '몰라두됩니다', '예', 'ㅇ']"
국민어장,음란만남,chat0460,"['안녕 오 영등포구만 몇살이야', '저 내년에 고1', '아항 난 19 지금 뭐하냥', '수업듣는데용', 'ㅇㅎ담배펴?', '안 펴', 'ㅜㅜ샹 ㅅㅅ해본적 잇냐?', '너는 해봤냥', '응 안해봄?', '응 해봤엉', '올 몇살엥', '안알려줄건데?', 'ㅜㅜ너무하네 나 ㅅㅅ하고싶엉 나랑 해줘', '내가 왜', '부탁이야 나 요즘 힘드러서 그랭..', '싫어', '이잉 한번만', '응 싫어', '그럼 손으로 좀…', '싫어요']"
국민어장,음란만남,chat0471,"['안녕 뭐하고 있어?', '그냥 있어', '학교야?', '넴', '난 자습이야 19살이야?', '내년에 고딩돼는데', '중딩이구나… 학교 안 끝났어? 나랑 얼굴 사진 공유할래? 먼저 보내줄게', '아뇨 괜찮아요', '앙 오늘 만나자!', '괜찮아요', '왱 ㅅㅅ하구싶어', '저 학생이에요', '나도 고3이야', '전 괜찮습니다', '오빠가 아다때줄게', '싫어요', '하앙 야한거 어때', '몰라요', '안만나구 사진이나 얘기로 가르쳐줄게', '괜찮아요', '니 보지 따먹는다 하라는 대로 해']"
국민어장,음란만남,chat0474,"['안녕ㅋㅋ', '안녕', '응ㅋㅋ 19살? 고딩이겠네', '내년에 고딩돼요', '아 그럼… 중3?', '네', 'ㅋㅋㅋ 키 몇이야?', '그건 왜용', '키나 몸매 스탈 궁금해서', '그냥 말랐어요', 'ㅋㅋ 그래. 성숙한 스탈이야? 아님 아직 애기인가ㅎ', '그냥 무난해요', '무난한건 뭐지?ㅋㅋ 남친있어?', '남친 있어요', 'ㅋㅋㅋ 얼마나 사겼어', '얼마 안 사겼어요', 'ㅋㅋ 남친몰래 놀 수 있어? 악역은 내가 할게ㅋㅋㅋ', '만나자구요?', '사진 교환하고ㅋㅋ 응', '만나서 뭐해요', '술 마시자 방잡고', '방에서 뭐하려고…', '영화보고 도란도란 얘기하자', '죄송해요 안할래요…', '죄송할껀 없는데 섹스 안해봤어?', '왜용', '해봤으면 기분좋게 해주고 싶어서', '저 학생인데요', '학생은 여자 아냐?ㅎㅎ', '모른 사람이랑 만남 안할거에요', '아는사람하자 앞으로 그럼ㅋㅋㅋ', '싫어요 안할거에요']"
국민어장,음란만남,chat0475,"['안녕하세요', '안녕하세요', '남자친구는', '있어요', '아 얼공가능?', '사진 안대요', '아', 'ㅇㅇ', '?', '뭐요', '영상?', 'ㄴ ㄴ', '?', '저 학생이에요']"
국민어장,음란만남,chat0488,"['안녕… 만날까요?', '만남 이야기 하시는건가요?', '아닝 걍 소통ㅋ 같은 위치다. 오목교 지나는데', '괜찮아요 저 학생이에요… 16살', '드라이브 할래? 맛난거 먹고 16? 너무 어리십니다.', '네 죄송해요', '아빠랑 딸로 보겠다', '네', '학원가겠네 좋은 하루 되고', '넵넵', '난 여친 만들고 싶어 원나잇', '저랑 이야기 하시는 건가요?', '응', '저 너무 어리다면서요 죄송해요 안할거에요', '난 여친만들고 싶어서 이거 하는거라는 얘기지. 드라이브 할래?', '아뇨 안할게요', '왜? 나이가 많이 차이나서?', '네 죄송합니다']"
국민어장,음란만남,chat0501,"['섹스나하자', '저 학생인디', '나둔데', '내년에 고딩댐', '애기네? 지금모해 학교일텐데', 'ㅇㅇㅇㅇ 수업듣는뎅', 'ㅋㅋㅋㅋㅋㅋㅋ', '왜 웃어']"
국민어장,음란만남,chat0505,"['안녕하세요 저희는 부천사는 대학생입니다. 저희와 쓰리섬 하는 것에 관심있으시다면 답장 부탁드립니다', '저 학생인데요 16살…', '저희도 24살 대학생이에요ㅎㅎ 해보고 싶으신건가요?', '아뇨 잘 모르겠어요 안할게요 죄송합니다.', '아아 잠시만요ㅎㅎ 저랑 그럼 연락만 하고 지내다가 하실마음 생기시면 그때 만나요 저희 소개해드릴게요', '아뇨 괜찮습니다', '저희는 185 77이랑 180 70이고 24살 중앙대학교 다니고 있습니다. 이렇게 생겼구요 저희는 막 불편하게 억지로 하지 않구요… 먼저 카페에서 만나서 얘기 나눠보고 천천히 서로를 좀 알아간 후에 여자분이 저희 맘에 들고 허락하시면 그 때 하는거에요… 물론 라다나님이 저희 맘에 안드시면 만났다가 그냥 가셔도 됩니다.', '죄송해요 안할게요', '쓰리섬 말고 다른 건 관심 없으신가요? 저 SM같은것도 좋아하는데ㅋㅋ', '아뇨 괜찮아요', 'ㅋㅋ 그럼 소개만 간단히 해주실 순 없나요? 키 몸무게 가슴크기 이런건만요ㅋㅋㅋ', '저 평범한 중학생이에요… 죄송합니다', '연락도 하기 싫으신거에요?ㅜㅜ ', '죄송합니다', '혹시 섹스하고 싶으실 때 있잖아요 그럴때 010 9127 8901 백수환 여길로 연락부탁드려요 꼭', '네 죄송합니다', '아뇨 제가 죄송하죠 괜히 생떼부린 거 같아서', '넵넵', '넵 라다나님도 좋은 하루 보내세요', '넴']"
국민어장,음란만남,chat0510,"['남친있어?', 'ㅇㅇ', '나도 있는데 즐길래?', '주변 엮이고 소문날거 없이 치맥이나 하다가 서로 괜찮으면 같이 있잖거', '저 학생인딩 내년에 고딩돼요', '농담하지마ㅜㅜ', '진짠데', '아 술은 아예 안마셔봤겠넹', '그렇죠', '아 그럼 치킨만 먹음되지뭐 가깝길래 물어봤어. 착한척 가식 떨면서 꼬시려는 성격은 아니라서', '어려도 상관 없어요?', '응 그게 무슨 상관이야? 서로 편하고 성격 잘 맞는게 중요하지', '그런가 죄송해요 저는 그냥 안만날래요']"
국민어장,음란만남,chat0518,"['운녕', '안녕', '모햐?', '수업 듣고 있어', '뭔 수업?', 'ㅎㅎ 그냥 듣는거', 'ㅋㅋㅋㅋ언제끝나', '4시 넘어서 끝나겠징', '아아 그래? 섹스해봤어?', '나 16살인뎅', '앗 미안해 점심시간이야?아아아', 'ㅇㅇㅇ', '너 ㅅㅅ해보고싶냐?', '왜요?', '그냥 오빠랑 할래? 궁금해서', '안해요', '해보고는 싶어?', '죄송해요 안해요', '아니야 그냥 장난이야 물어본거야 미안해', '네', '야앙', '?', '야한거 시러해? 야야', '안한다고 얘기드렸는뎅', '아아 그냥 야한것도 싫구나 우리 그럼 게임하자', '무슨 게임', '끝말잇기?']"
